Poor Physical Health Days Average Number of Physically Unhealthy Days,Low Birth Weight % Low Birth Weight,Poor Mental Health Days Average Number of Mentally Unhealthy Days,Poor or Fair Health % Fair or Poor Health,Flu Vaccinations % Vaccinated,Access to Exercise Opportunities % With Access to Exercise Opportunities,Food Environment Index Food Environment Index,Preventable Hospital Stays Preventable Hospitalization Rate,Mammography Screening % with Annual Mammogram,Uninsured % Uninsured,Severe Housing Problems % Severe Housing Problems,Driving Alone to Work % Drive Alone to Work,Long Commute - Driving Alone % Long Commute - Drives Alone,Broadband Access % Households with Broadband Access,Library Access Visits per service area population,Some College % Some College,High School Completion % Completed High School,Unemployment % Unemployed,Children in Poverty % Children in Poverty,Child Care Cost Burden % Household Income Required for Child Care Expenses,Drinking Water Violations Presence of Water Violation_Yes,Premature Death %,Primary Care Physicians %,Injury Deaths %,south,midwest,northeast,west,Social Associations per 1000,Mental Health Providers per 1000,Dentists per 1000,dep_prevalence
4.1603521725,-3.428718491141341,0.42338017823397806,-2.159432234061352,0.55,0.4523228884772144,0.5597465421062106,0.5266078808807605,0.5,-2.864074370818345,-1.9883979422110623,0.44121521083269183,0.531,0.5311288019762731,0.46958052799764377,0.65757677463,0.5280227913404555,-3.4572804430858106,-1.7525397509003044,-1.3726207395065437,False,0.6598117945553142,0.00044734897109736656,-143.1709573305801,0,1,0,0,0.1573592830670652,0.004986161641107626,0.011746388482185071,21
4.3194812263,-3.419949282419451,0.48690131502481593,-2.0071011697781724,0.42,0.4358944441586512,0.5964903342975907,0.4930106747569481,0.43,-2.9292444541885443,-2.0658743189108275,0.4467471165629279,0.29,0.4871668187769372,0.47748424878767076,0.6048361934500001,0.5006558751422885,-3.6465164915906607,-1.604378460840173,-1.2531485722668103,True,0.6953949040269981,0.0006061754120098503,-148.45462951898307,0,1,0,0,0.19157203494056851,0.0012532115178994433,0.019067020819064952,23
4.4059810313,-3.288002795187665,0.5401640661005009,-2.0452105058544365,0.49,0.5029720131631897,0.5245123196180895,0.5139908824552384,0.42,-2.7723582198053247,-2.023617269468947,0.5360050680436269,0.253,0.44038797855346584,0.5356034540723483,0.5274735474300001,0.5709302384922698,-3.5589143909800853,-1.604378460840173,-1.2228374299868363,False,0.6527799957732092,0.0004527242682844013,-160.37853762976238,0,1,0,0,0.19948918189338,0.002059124081334823,0.021645214197127845,21
4.9737033427,-3.0179430531611513,0.6559965276281722,-1.6683371977401995,0.55,0.6760043497436772,0.33021878163889884,0.5897675222303321,0.45,-2.61246371002471,-1.595445990430195,0.391289361514874,0.25,0.5039860606841986,0.4731443461039133,0.63810023828,0.5161148571243954,-3.291510370043701,-1.2886226871836937,-0.9657184828672135,True,0.7098636450375843,0.0011383039271485487,-99.05568655197033,0,1,0,0,0.19143452604789765,0.009290782056052762,0.032671993330164184,24
4.0696795441,-3.249830993959411,0.38945793804503676,-1.8798793925627573,0.52,0.665077581775756,0.6347734419939306,0.37738582123503606,0.49,-2.730746308791031,-1.9678708897910564,0.5951978656913489,0.159,0.450018522297209,0.592044730711833,0.6248788994400001,0.45333480302966095,-3.7278022190593787,-1.83642317736498,-1.3224137724042768,False,0.6043229906049389,0.0007555290993177343,-184.93979613986673,0,1,0,0,0.1786145156841565,0.0038497443390881456,0.03917605314724451,15
4.6403357649,-3.3183357586557465,0.4492537299565766,-1.7362991409563506,0.52,0.6394283383572998,0.5074519811929621,0.4611135047292476,0.42,-2.1682150670917144,-1.7751695143391752,0.345059859157489,0.218,0.5242635011535923,0.45680199060101256,0.44380003905000004,0.26114140837326305,-3.250431616881723,-1.4760355336261626,-1.0240759368040961,False,0.61714720859942,0.0004880099341428178,-170.67525586934588,0,1,0,0,0.19057049871522538,0.004928035311276915,0.020669535730605784,20
4.8464634584,-3.2080667017438156,0.5232057898000367,-1.5296035275526663,0.44,0.5906614157953267,0.35637117090184406,0.5686388646409033,0.38,-2.7830642855625434,-1.7206700036484701,0.5252770199713627,0.369,0.4153832067853529,0.6147883056901845,0.55570547417,0.34977913508966835,-3.1558729053449506,-1.29821979954661,-1.1559303196685173,False,0.7688764933746814,0.0004299965600275198,-81.15266927955878,0,1,0,0,0.16773144169359705,0.003555912239309835,0.01731248759956035,27
4.1494224872,-3.0340987790928886,0.45763212632941613,-1.89330844996503,0.55,0.6928388693453749,0.5964903342975907,0.5087759695444287,0.52,-2.87512724436349,-2.028197308416883,0.4182268503970198,0.276,0.4989122513612608,0.46528586872898575,0.67872523686,0.581746310029863,-3.615145478491612,-1.5725354776708578,-1.182306238021499,False,0.6799486060760783,0.0005563660641428254,-120.57468852153987,0,1,0,0,0.15182831719287215,0.004907670633508935,0.04293403600532398,22
4.6319624782,-3.179089426836711,0.5387129197544063,-1.927619944684184,0.38,0.4013895094015958,0.541942596641329,0.588377449944111,0.46,-2.73026597530853,-1.9447843253541748,0.4613524795183237,0.419,0.48397673676447506,0.5400995257324541,0.60329726945,0.46819368601363287,-3.51645373929578,-1.5333902127981613,-1.1374093196251158,False,0.7165232557844755,0.00023989444644356483,-129.34577326933012,0,1,0,0,0.1819555186130373,0.0029757572881392415,0.01810989616837781,18
4.3067021011,-3.2901607197898324,0.507741406538676,-2.0529920826556896,0.51,0.3170887753720804,0.6746255385233467,0.4802656697247107,0.47,-2.8109089056115995,-2.08345801280649,0.41533221938333603,0.5329999999999999,0.38472518032816233,0.5297889590842425,0.58176470588,0.4360220348207822,-3.4925938934362666,-1.7086551291299297,-1.363551429593022,False,0.6539928574443263,0.0006904289289721239,-126.8198100202608,0,1,0,0,0.08727960407795472,0.0009515985735437935,0.03474749388240058,21
4.6194853634,-3.1557797158878786,0.5115331783800863,-1.7539823567481267,0.35,0.28439254661261565,0.5074519811929621,0.40537853642446786,0.42,-2.5144232896401704,-1.8715495525531345,0.4029670346572657,0.363,0.4627683368597007,0.5821073398324423,0.46178411752000004,0.39071872801723445,-3.3871932934637763,-1.4411678768801846,-1.0560284028331612,False,0.7255702040928177,0.0004921502042423348,-130.11154248703028,0,1,0,0,0.27018858741043167,0.0024419399095641377,0.022291776813194424,15
4.4315714659,-3.159377420845636,0.49685267850298487,-1.7131641566100226,0.57,0.5688723137252776,0.6347734419939306,0.529327670659438,0.56,-2.909566800531766,-1.9016725433947386,0.5176174903088686,0.268,0.5215806557682232,0.4803939184635869,0.59115331751,0.5074635204922443,-3.7654497201665147,-1.672279998368216,-1.1077543634962477,False,0.6540714207930641,0.00039490871533157145,-145.89790075017982,0,1,0,0,0.20188169026466704,0.0012560572167652345,0.02904768150874926,21
4.9037994057,-2.836229496280336,0.5429538570056082,-1.7304686168914953,0.46,0.6491307710156276,0.3838378829521382,0.5944342159405611,0.43,-2.8248116838264905,-1.7388459863387427,0.34410350836450193,0.24100000000000002,0.4858871533994112,0.4584371463188975,0.57109021247,0.43733826715327695,-3.3906231098656954,-1.1779213343416561,-1.0200648529702872,False,0.744242375648534,0.00042230366650076166,-98.84565980181354,0,1,0,0,0.23532946672254912,0.008107113067931042,0.031880169237903586,21
4.8076846048,-3.0509794027214854,0.5230029526406813,-1.7421613857291527,0.38,0.3066366655304219,0.4428352487656668,0.5323225704674861,0.38,-2.642885079463711,-1.7324330172713762,0.49266743803755486,0.429,0.3313940648857974,0.45484202025309894,0.59227647964,0.4169549353015869,-3.2715465749236503,-1.4839870315961023,-1.1311744368600811,False,0.7160133074579471,0.00028909160991905434,-133.4428778276777,0,1,0,0,0.22275114754529352,0.001947961894323707,0.02263213479143348,17
3.053416866,-3.4265784001084425,0.26444819866540736,-2.5204949106953602,0.6,0.8992517585853933,0.7374102740531624,0.41234822156973516,0.55,-3.3572238314013916,-2.0482891535906784,0.269027349700642,0.426,0.8129236577433788,0.5053548615594033,0.87064272704,0.823718037173185,-3.71075744306399,-2.107878725888124,-1.2151030664171094,True,0.3475996335529995,0.0013285452027440498,-259.0730796947093,0,1,0,0,0.13571408263970677,0.0054821907507045875,0.03660538126152974,20
3.8138610715,-3.4983179940980955,0.40411161736220647,-2.0766691441322154,0.57,0.5977330547032425,0.6154376174464938,0.4528265229210032,0.51,-3.0605841797447604,-2.1476356114878503,0.35885640935888946,0.436,0.6751822140619222,0.6226092853354793,0.7595106098300001,0.6240830171186206,-3.611964115656957,-1.9932748098330544,-1.2356374228994997,False,0.598518604166133,0.0007890828072781284,-167.22784885339595,0,1,0,0,0.115677393273462,0.003454635422096666,0.016352200620286556,25
4.226913389,-3.0555419828755794,0.4904982571898785,-1.9630386337862482,0.53,0.3030855019455103,0.7160762264538558,0.47284720071084835,0.49,-2.8818173149158097,-2.0902928332010386,0.45444540857677396,0.557,0.3522742912844398,0.47656735335744743,0.6026929052300001,0.5495004704201164,-3.595323721102446,-1.692848629693311,-1.2717973511440441,False,0.7133882546374686,0.0004748694109119992,-111.29312140353235,0,1,0,0,0.1155463701712042,0.0013778926634740365,0.02012542608859441,19
3.5522352509,-3.355997858437859,0.3109487849013399,-2.125588290592473,0.57,0.6838490376419979,0.6951492111217429,0.4592225172977664,0.52,-3.0606016143223265,-2.028348044793232,0.3834848369708155,0.395,0.6939607175114976,0.5335080739657729,0.7199605027699999,0.6238675592699922,-3.666223871568468,-1.9852720654802904,-1.0546387493187723,False,0.48186131077488936,0.00046489010959650746,-182.07061462312484,0,1,0,0,0.12429185355629717,0.0040212261601693085,0.02285885574734219,23
4.6982218325,-3.0578688059440733,0.5477899532659855,-1.7246694898915917,0.37,0.693093830031732,0.4584532273263283,0.5930554513047823,0.43,-2.823885974661832,-1.9432698750553947,0.4523584317918549,0.37,0.4682694760578234,0.48030278484318506,0.52895784932,0.5040468942827993,-3.4105835882643363,-1.4187039839616047,-1.1465178651321781,False,0.7188263323663622,0.00040822158267507606,-127.97819237862531,0,1,0,0,0.19167481712936246,0.002925729078265776,0.01849025832536474,24
4.4817639737,-2.9855593586055043,0.49883350786035197,-1.8214138499145722,0.44,0.6429172123934915,0.41264918259255556,0.5146888678661324,0.5,-2.8514969885453105,-1.9005442048218375,0.4635088834782235,0.22399999999999998,0.5409931697430076,0.5384022181706002,0.611531477,0.5613646659856358,-3.0209493140833366,-1.371977542315937,-1.0177926360702576,False,0.7183769123028717,0.0005485528936165138,-102.06211870797652,0,1,0,0,0.22396995636902953,0.006508646234026626,0.045011807110845195,22
4.4311936917,-2.966350911537856,0.5392334998593837,-1.9558630651429973,0.51,0.7850521253278305,0.4744261769094268,0.4930106747569481,0.46,-2.858094375865889,-1.9751605320937118,0.4264314316998721,0.31,0.431550587906987,0.5710001343499218,0.6201454952400001,0.6033534103311049,-3.55032029425845,-1.6137197425567293,-1.1591134590655228,False,0.6757788435895653,0.0005432125590743659,-131.3033198812417,0,1,0,0,0.26682987563026533,0.003294255510570137,0.0205038574006961,20
4.4490196382,-3.2699971997152204,0.46116462783941026,-1.6683371977401995,0.45,0.6525201766842711,0.4584532273263283,0.38953482019415964,0.44,-2.6227939768105446,-1.922166204820716,0.5396372072058163,0.306,0.3782359341855291,0.44969663714719754,0.5636106959,0.45106916381089784,-3.5973455721343837,-1.5770063162134422,-1.106272323893708,False,0.6609024716254871,0.000662577211618612,-120.02315847652802,0,1,0,0,0.17600920899798753,0.0027101755984354045,0.03119444807544267,21
4.2425290023,-3.2291543771204756,0.4810713262487591,-1.9848500326985237,0.45,0.48176574710357906,0.6347734419939306,0.5146888678661324,0.4,-2.7195619386743393,-2.0986305915549868,0.5538785211812901,0.46799999999999997,0.5674709798529984,0.5532176208863384,0.58766476001,0.6047489563881587,-3.3630296588957025,-1.7193830125621867,-1.196830492367452,True,0.6760601419656336,0.00023912003825920613,-126.76076197393634,0,1,0,0,0.19432301171819175,0.0017302548579080782,0.018051435241005002,18
4.9491394385,-3.164001819102487,0.6351808484107405,-1.641244186328084,0.49,0.3765897168175887,0.39807357115553405,0.4967404229621238,0.5,-2.578215855122405,-1.8530024542532553,0.38638708052146753,0.275,0.32577095411142964,0.5269460536783304,0.45344943068,0.3778545619523863,-3.5216998369825916,-1.2886226871836937,-1.180710734364218,False,0.7073666899348757,0.00029896855847326724,-97.30708123153204,0,1,0,0,0.20876514881577543,0.0024723592118408347,0.012538592219822097,20
4.3540398815,-3.1106316973738912,0.476590474388191,-1.7539823567481267,0.54,0.5932020663295426,0.5245123196180895,0.5568930396324834,0.39,-2.7922243653707786,-1.843291831062897,0.5869292633414265,0.275,0.3712574479107909,0.4837349711339776,0.50079705702,0.43294179571740393,-3.5084815346258242,-1.433613177952071,-1.0814146182847695,False,0.7163307007275904,0.0006072014087072683,-119.58607764940841,0,1,0,0,0.16667563020197224,0.003514931478910235,0.030558869058183218,21
4.5917407532,-3.210083394956175,0.5233047630567479,-1.8214138499145722,0.46,0.24842764708147147,0.39807357115553405,0.48388021648145924,0.46,-2.8010321410490056,-1.7902041999340252,0.536966032721946,0.368,0.4483572195462427,0.4408691152962452,0.51021608114,0.39997057002837594,-3.4240390771335467,-1.444970875772611,-1.0296392500683076,False,0.7306779110147279,0.0004345621786050554,-106.88965899463169,0,1,0,0,0.07324609056647073,0.003294195862284655,0.012757724710779083,22
4.0546830246,-3.1957289807549434,0.3580773391821959,-1.992217393553087,0.55,0.7489440068942864,0.6347734419939306,0.48207626345086274,0.5,-2.910304254997253,-1.9320917553523693,0.39475125974154873,0.41700000000000004,0.6248358957547477,0.4942026067944949,0.68461933353,0.5904592589540758,-3.6596121890032034,-1.81759175928133,-1.1339934393431108,False,0.595786657860551,0.00078429042512106,-161.07738139984855,0,1,0,0,0.12103412335227104,0.0036523521371592967,0.03349079921936518,23
4.6957238127,-2.995173980079894,0.5529118796398369,-1.8798793925627573,0.52,0.51276075721766,0.541942596641329,0.5232862005399552,0.49,-2.7258015195558376,-1.8107809486924729,0.6035514612699129,0.243,0.4604364753004304,0.4276832945886499,0.5462962963,0.48399761842903954,-3.5479951888394305,-1.4040526412819174,-1.0992708933649125,False,0.7158658061676546,0.0007216809615010964,-122.8644945413244,0,1,0,0,0.2446174699115621,0.005891520912906981,0.025144842094390177,23
4.2024031095,-3.327923790631388,0.4437634168056138,-1.9558630651429973,0.49,0.4850049085439919,0.5964903342975907,0.5639341772460609,0.46,-2.469026844489594,-1.9023832023841076,0.3958108220347441,0.221,0.4673077968870508,0.4885478075133883,0.5707388221099999,0.41348156609627257,-3.4234547729631846,-1.6672244697600087,-1.0978694520334387,True,0.6503140188910586,0.0004351015029649059,-163.2470391547965,0,1,0,0,0.2334810436374201,0.005242986843657918,0.01626673509466529,17
4.773006692,-3.8107052144276228,0.5692095630908692,-1.6253122884741116,0.49,0.2091567449503303,0.7591550392315123,0.4171377314733976,0.37,-1.1316546154527263,-1.8990847975024239,0.06308175171205858,0.302,0.11577506687160243,0.44999821974301046,0.28197770665,0.03339307101423014,-3.510181773728626,-1.692848629693311,-1.3995274410947849,False,0.5111788287357286,0.00024402742868298395,-217.2890654052864,0,1,0,0,0.10224036144327087,0.0016144131391666856,0.01596564627919142,17
4.5346410839,-2.9578312371110087,0.5037348731091751,-1.796404946237816,0.46,0.8924252626074085,0.4428352487656668,0.6153125920920057,0.44,-2.7444379109794923,-1.6510820334834087,0.47126731869745514,0.426,0.5214595971664886,0.47916119274499536,0.60925102068,0.48869002602377104,-3.020623384723942,-1.3079213916265595,-0.9581704621319888,True,0.6860590418956882,0.0005054026141101219,-121.1619056628334,0,1,0,0,0.12871748807574093,0.00634908392800444,0.03186990229600463,18
4.7409725952,-2.9135764449789603,0.5264332072059548,-1.7539823567481267,0.53,0.5017923345213439,0.4744261769094268,0.580406080946646,0.44,-2.712172852701553,-1.773360698670627,0.5613829955137506,0.321,0.5314650760753831,0.5029362563727967,0.5131446081,0.49880267244369564,-3.2535800688855527,-1.2573539729135739,-1.0470431004348344,True,0.7035005899700943,0.000376391303568548,-117.44642204601313,0,1,0,0,0.14759813706717406,0.0034337596144669116,0.027963175398519172,20
4.6411801033,-3.105571993169386,0.5590574589149213,-1.7539823567481267,0.47,0.6561163259079872,0.5597465421062106,0.23800436011401863,0.47,-2.703780393683242,-1.9016753294163078,0.5077931824701928,0.395,0.4045163484715095,0.4914630103165506,0.57433925997,0.49343906003677357,-3.292461165359978,-1.444970875772611,-1.1989137870757969,True,0.7264664005617805,0.0003996980059510592,-128.38286133243582,0,1,0,0,0.205317130031534,0.0029993030871727187,0.02235084667225738,23
4.3923028923,-2.875184171604175,0.5243552539551767,-1.7074573268548383,0.5,0.5511776858194295,0.33021878163889884,0.5541250502355562,0.45,-2.70903796743826,-1.700462207726986,0.38106310910784885,0.40299999999999997,0.511286717544945,0.5165274572116957,0.52737977231,0.49831536584061115,-3.3637345845226876,-1.4076918781490961,-1.0133462690771178,True,0.7157862232589333,0.00047459057146731346,-105.8762102343383,0,1,0,0,0.1795759758749342,0.004236171381843888,0.028055291364276314,23
4.3260993494,-2.7933749024208137,0.45863235712171857,-1.6738391353642212,0.53,0.8657209320947852,0.4275684869672758,0.5413965231227398,0.46,-2.4759184806061234,-1.5564668751774957,0.31868756898948575,0.314,0.5582896162358646,0.47352743831008337,0.6432968512799999,0.4029487328857164,-3.446692872805123,-1.2854464111766795,-0.9106638536109413,False,0.6847145811867186,0.0007758898133969624,-94.46324448990309,0,1,0,0,0.16466249524726162,0.010682567506389552,0.04704392143541953,24
4.3563226983,-3.4139851384106707,0.4516614769913216,-1.8535067042138165,0.47,0.5245725759801455,0.5779278811571698,0.5341497994726492,0.4,-2.18938434906245,-1.8729716900345035,0.4255750030695579,0.325,0.3584301061763685,0.5622476319986826,0.50497017893,0.35647216375043095,-3.4157404899109522,-1.586024731637009,-1.1252480589559826,False,0.6452336448832884,0.0005181011592513439,-140.72449172985364,0,1,0,0,0.20584152575173473,0.0034514065094867147,0.022815349405054957,17
4.4465134354,-3.3542948735968934,0.5011129999331759,-1.6574174605606644,0.31,0.37110499976456846,0.541942596641329,0.49113532208579547,0.38,-2.6114778340145803,-1.7816448811178478,0.4494178409121229,0.509,0.3901308960506476,0.4536957352977985,0.5908045976999999,0.4356115538210072,-3.597530222539952,-1.437382038273887,-1.345520813919978,False,0.7120505338018277,0.0003041979314540661,-124.3272018429629,0,1,0,0,0.26368974569230674,0.0005590231530953121,0.010206327611422013,18
4.6075286768,-2.972391005679677,0.44752186478977496,-1.7362991409563506,0.36,0.4859570462912828,0.39807357115553405,0.519647250816951,0.43,-2.602599212249205,-1.9414048892091613,0.5436302597312155,0.28600000000000003,0.4656935438901808,0.46369842409573114,0.50143646409,0.39541484873666966,-3.2659814688911597,-1.3343242242704927,-1.1185735291809262,False,0.7081109510573617,0.00022549821010795727,-129.8476342860934,0,1,0,0,0.20768686108510678,0.002097884982767725,0.012767331315142134,21
4.2731964702,-3.1491382430773855,0.49207031643861787,-2.014618863719297,0.58,0.8182917803020308,0.5074519811929621,0.40374454786503383,0.48,-2.992046705928551,-1.4118333588172265,0.1963925726400258,0.18600000000000003,0.5774911557748712,0.5340535635472562,0.80155179249,0.6885480933572335,-3.456196626260243,-1.5505516451311896,-0.7796289228965838,False,0.5464773826412359,0.000581345886623373,-163.68188467245358,0,1,0,0,0.13827391345129078,0.009927714100472138,0.030684829175518864,24
4.5391436348,-3.1031418008772977,0.5526154618560277,-1.784113527147985,0.54,0.524533930654726,0.541942596641329,0.4363847643604063,0.51,-2.6561536478548633,-1.8719145121135294,0.4415568882346223,0.299,0.5144796824783479,0.5327429849891604,0.55271135062,0.4433141200268799,-3.6201820245780443,-1.504208992024529,-1.237727543201649,True,0.6695514552160454,0.00028518835394467345,-128.5712599296426,0,1,0,0,0.1535708162331497,0.0030730693064804724,0.03522957245603932,23
4.4282671079,-3.054406152914383,0.42756238589298856,-1.8405557753784423,0.52,0.5814619787603164,0.5779278811571698,0.4058800707211843,0.47,-2.7752633924792773,-1.9116936033761314,0.4710479646279286,0.537,0.5613786342238576,0.4339624931653965,0.56515330189,0.4967459808139126,-3.5326601488733274,-1.623174839873152,-1.123866635790503,False,0.6754367066511908,0.00039671682626538985,-118.99635105539507,0,1,0,0,0.13241682187655757,0.002790481455890025,0.023408093698568347,25
4.5721474826,-3.4384155391684796,0.49834896099614534,-1.7902418026270657,0.39,0.12145662882446154,0.490757846763894,0.5462049718830585,0.41,-2.4970113313372693,-1.966162262311076,0.42627265118664026,0.46,0.5021274496619551,0.5223249031429384,0.47118332311000005,0.4239250067144524,-3.2789946946542234,-1.5770063162134422,-1.1406123196336744,False,0.7245069996150891,7.126060001425212e-05,-101.52669869654237,0,1,0,0,0.07206646992455364,0.00019643292011066658,0.007172721649244202,19
4.3205318179,-3.380587652801887,0.510258020049813,-1.8865733037012677,0.5,0.49002908103172543,0.6347734419939306,0.5307789387114498,0.41,-2.422754012460839,-2.049872006936495,0.374528264895105,0.37200000000000005,0.4250188062852575,0.5936675026764933,0.44858342078,0.27038133856689756,-3.337124554012207,-1.672279998368216,-1.2443428495035542,False,0.6422938337528231,0.0003367853835143555,-147.3196365880937,0,1,0,0,0.15205089856313844,0.0027850903439383522,0.012712149899449847,19
4.2724978037,-3.346652391074686,0.4671488104788467,-1.9558630651429973,0.54,0.5310126805741969,0.4672542530869151,0.6269064592687872,0.4,-2.724349938466546,-1.9649145990170018,0.5236752176555379,0.48700000000000004,0.4191724257228297,0.4471446141694877,0.74171686747,0.6233968159645861,-3.5527510706572074,-1.6090350773323288,-1.2204786817705389,True,0.6890110502739197,0.0001668613382279326,-150.6625469534192,0,1,0,0,0.09642762007592298,0.170699149007175,0.016795395111604185,25
4.8054092946,-3.012078980981642,0.5387049739984688,-1.8535067042138165,0.42,0.5998115992440642,0.541942596641329,0.27815217007343335,0.38,-2.6311693258977145,-2.039292317240382,0.4477190731244054,0.348,0.4168900495706211,0.37061458727122193,0.5558751936299999,0.34635386261076034,-3.405741344884524,-1.3896488462082823,-1.0739571684290088,False,0.7307530181437366,0.00040586474557353767,-121.95305303763908,0,1,0,0,0.12460228249397684,0.002097719421576519,0.01531958848924619,19
4.6684452584,-3.05666175340862,0.5199445377052508,-1.7189014411517314,0.45,0.2792182234299393,0.5779278811571698,0.4496525434272002,0.37,-2.5771390536317687,-1.8145598467738977,0.4556277051628666,0.537,0.32548331739880393,0.4620787857854289,0.53293536435,0.3829553475434651,-3.33562832862306,-1.3825367341509152,-1.031874440056359,False,0.7394886055225368,0.00013777267508610793,-126.24579124555545,0,1,0,0,0.13933071491865828,0.002785026392380512,0.009244987637551676,21
4.9482695399,-3.679547909582612,0.6363776542946417,-1.7719600988698876,0.48,0.35524242996191524,0.4744261769094268,0.6239677481555662,0.44,-2.2500504097294467,-1.691330358620021,0.26891281733064926,0.478,0.2592419003248777,0.4334881841198238,0.4002084419,0.3031658535122328,-3.4580385251310877,-1.3276490514854002,-1.3700086132619995,True,0.6599121380195881,0.00030334283807559304,-192.39262642259877,0,1,0,0,0.21035881591276093,0.002006826306798265,0.009159874073637433,19
4.4730514014,-2.908549815592717,0.4865738030736318,-1.8732262408231175,0.45,0.8595768445375433,0.5074519811929621,0.32949657315023023,0.48,-2.968991774619806,-1.8426470569467934,0.5929869258797905,0.319,0.35659417422346795,0.4726913042700565,0.5657764589500001,0.5257696921154811,-3.5532417305127835,-1.437382038273887,-1.3321786217284006,True,0.6382999389676536,0.0004665388004769063,-169.08072947510263,0,1,0,0,0.142293346835119,0.0020004978669214543,0.01565312366966625,17
4.405110323,-3.094290963062496,0.47357943896929755,-1.81510739441412,0.36,0.3414973598274196,0.6347734419939306,0.5191535425779208,0.4,-2.731573668504872,-2.0428022463262376,0.5349931268739991,0.40399999999999997,0.303203770407891,0.42424870221462124,0.50685439052,0.4891952247820268,-3.4554647712641064,-1.5249448882587484,-1.3853358650318321,False,0.729130827501768,0.00033087931177103153,-133.88750569251013,0,1,0,0,0.3107196398583458,0.0011401038828327337,0.004163073988909086,19
3.9639307062,-3.2057799850249054,0.37782396783458805,-1.9848500326985237,0.51,0.7167858166128459,0.5597465421062106,0.5861113221262441,0.44,-2.870863698743002,-1.8106681548773669,0.5062175195181832,0.433,0.6285601929509198,0.48984566032511473,0.675648321,0.6388901831000815,-3.3315561725570877,-1.6876533681534234,-1.0463010997118316,False,0.6242494980947765,0.0005590767247231715,-156.17473316759805,0,1,0,0,0.13434412387506642,0.006526167726918908,0.03014665582239504,19
4.0040396992,-3.1353528927482373,0.40099332319956127,-2.1508749404036256,0.6,0.1731208176196971,0.541942596641329,0.6164739505864469,0.55,-3.078376826772158,-1.992189629575353,0.5366525481684972,0.344,0.5798502897540081,0.44071760401367976,0.71830985915,0.613688616442778,-3.647144572841548,-1.6375782282592934,-1.4209835593899829,True,0.6314444062500496,0.0003193995288856949,-152.2440027013462,0,1,0,0,0.1499696461152051,0.000330164470944183,0.012055911235338829,16
4.6368013838,-3.203290557402831,0.5118377522014163,-1.7902418026270657,0.32,0.29306793131473485,0.541942596641329,0.4677283659156863,0.4,-2.5392175894952516,-2.063007184158464,0.3558141507286893,0.363,0.5131919058102624,0.5247204068211317,0.52304964539,0.4637753669862453,-3.582535352888917,-1.5083140758305444,-1.3818473315770448,True,0.7335217540021679,0.0003216985684413705,-91.16033999476868,0,1,0,0,0.27885992944266036,0.0015518579841877825,0.008095126500228719,16
4.2495096259,-3.4426016775228176,0.44197952481695135,-1.9069043920611985,0.48,0.5147964526484112,0.6154376174464938,0.4629970170506622,0.45,-2.8547598680378554,-2.004637650361273,0.42160420572757723,0.42100000000000004,0.464591474783391,0.48371861685059536,0.55964856568,0.5112957679079995,-3.489045953623121,-1.586024731637009,-1.2179338826974462,False,0.6617669279421323,0.00031933578157432546,-149.94130551299568,0,1,0,0,0.1653181466945106,0.0028608543176487943,0.022767731776110304,20
4.6800859212,-3.170341400639645,0.5157962692742513,-1.7362991409563506,0.38,0.3213067663904633,0.4428352487656668,0.4399989351261668,0.46,-2.5834334415726956,-1.9008248987961311,0.47656648091240067,0.365,0.40461355606417376,0.35455227082023627,0.55659875996,0.5040443019960813,-3.46107948132048,-1.3546603487909554,-1.175619719868598,False,0.7084069848106472,0.00016420361247947455,-103.95046406518485,0,1,0,0,0.16606055376868,0.001471061624912512,0.014461896968943086,20
4.3523472092,-3.607758227677345,0.458784064085023,-1.9069043920611985,0.5,0.21947000933237856,0.6545015148551162,0.4565400038078712,0.51,-2.8085400871353357,-1.6920958751559125,0.5326678259493628,0.423,0.4553108595111555,0.5483729955555221,0.55064429128,0.5037042975414046,-3.3899272535988874,-1.5725354776708578,-1.2289017816293408,True,0.6751031277996139,3.423719528896193e-05,-142.8846536724765,0,1,0,0,0.22753161331904187,0.0022650313622949742,0.005169207215686312,21
4.7230734281,-3.275719434810899,0.5662834859704224,-1.89330844996503,0.42,0.3884389927662486,0.5245123196180895,0.5437589849560702,0.49,-2.590020708049493,-1.8308347818134265,0.5164969535037882,0.374,0.40226572546158745,0.37510076699129746,0.52724968314,0.5119469064022761,-3.6350944723463052,-1.5462267242728247,-1.1678573171829087,False,0.6933352606399498,0.0003568242640499554,-138.42767806199862,0,1,0,0,0.24916489869662783,0.003606538786445771,0.020951044315400152,20
4.3670652657,-2.9096379405020487,0.4211987044426632,-1.8535067042138165,0.56,0.7898795725115416,0.4744261769094268,0.545359541781886,0.45,-2.697077202151593,-1.7328594118950829,0.34089439572259517,0.237,0.5213104803428069,0.5285104542262498,0.66299600744,0.5258444717372422,-3.28116328945829,-1.3615458056407526,-0.9705656422226916,False,0.6574197894003807,0.0008952780477822684,-139.01471249669638,0,1,0,0,0.14570909738043633,0.007453982504643051,0.03199967789223928,20
