Poor Physical Health Days Average Number of Physically Unhealthy Days,Low Birth Weight % Low Birth Weight,Poor Mental Health Days Average Number of Mentally Unhealthy Days,Poor or Fair Health % Fair or Poor Health,Flu Vaccinations % Vaccinated,Access to Exercise Opportunities % With Access to Exercise Opportunities,Food Environment Index Food Environment Index,Preventable Hospital Stays Preventable Hospitalization Rate,Mammography Screening % with Annual Mammogram,Uninsured % Uninsured,Severe Housing Problems % Severe Housing Problems,Driving Alone to Work % Drive Alone to Work,Long Commute - Driving Alone % Long Commute - Drives Alone,Broadband Access % Households with Broadband Access,Library Access Visits per service area population,Some College % Some College,High School Completion % Completed High School,Unemployment % Unemployed,Children in Poverty % Children in Poverty,Child Care Cost Burden % Household Income Required for Child Care Expenses,Drinking Water Violations Presence of Water Violation_Yes,Premature Death %,Primary Care Physicians %,Injury Deaths %,south,midwest,northeast,west,Social Associations per 1000,Mental Health Providers per 1000,Dentists per 1000,dep_prevalence
5.6473755354,-2.8635197968220263,0.704087907236538,-1.4733360452361417,0.29,0.2780808375064894,0.35637117090184406,0.576155644281736,0.35,-2.206171433061694,-1.8284991812160947,0.7553754896572349,0.29,0.23508213393841276,0.5408515739050787,0.36834208552,0.26822717043545075,-3.5031527730677565,-1.0538783034884502,-1.2269528493468502,False,0.771673851500259,0.00030069433054507683,-94.27055985358302,1,0,0,0,0.19746416513415285,0.002788040490207763,0.022011875327503993,16
4.7155208299,-2.9643027854510473,0.5112970612099678,-1.6466081173594294,0.39,0.43232457304124927,0.30535036201522686,0.6109788078382888,0.29,-2.3164427298576062,-1.8221878967930378,0.6986724273006216,0.309,0.4341264867109876,0.41932341097156733,0.52982569661,0.3470940440311751,-3.6142601646099157,-1.1446857163680477,-1.4321401601955701,False,0.7743479244925024,0.0007366196910074243,-120.77892459301542,1,0,0,0,0.20444115319458137,0.004248069898406231,0.02536515862038828,24
5.3005580506,-2.770136816457181,0.6475950854830936,-1.4871233717548664,0.41,0.25365416890648457,0.3838378829521382,0.6022137698259935,0.4,-2.286629262785222,-1.921377831013512,0.7369222745751083,0.42200000000000004,0.27710045614691603,0.3818804179391485,0.5038802660799999,0.33252706644715063,-3.581264320596401,-1.2451432420256254,-1.1776023947966647,False,0.7838712177863799,0.0010054672280525357,-108.93645307996132,1,0,0,0,0.10894691015804811,0.0005196775908841169,0.015813297760297225,25
5.1956491637,-2.813394844551342,0.5643211342654153,-1.4825074640224438,0.37,0.45521805917122143,0.3838378829521382,0.7168012371985139,0.33,-2.0965843093235916,-1.9132170936426895,0.6157890206017153,0.361,0.11661940010604971,0.40475476294689583,0.42437923251,0.2090651169828935,-3.7002914322389384,-0.9283889860332798,-1.1857554938679293,False,0.7445936556416797,0.000407000407000407,-112.12226018066953,1,0,0,0,0.11307776977767729,0.0004315054581749138,0.01102945462457198,21
5.3848015382,-3.01681055766852,0.7125893687686219,-1.6253122884741116,0.42,0.25065165758602087,0.3431325808930611,0.5342457950147785,0.36,-2.2342640047104996,-1.7380361692912711,0.7031651230604734,0.41100000000000003,0.2552747532270014,0.35069524904723043,0.48304247613,0.2832142871366901,-3.751663869523309,-1.1047155451344153,-1.326359414730062,False,0.7792626140048187,0.0002957267484844004,-130.57104248127493,1,0,0,0,0.13351386383516156,0.0010189794351297442,0.0037207896977614918,22
5.7638010691,-2.0604272745502032,0.7089035113127874,-1.1469538183099237,0.3,0.022870796513682852,0.13425755343767426,0.49373808165411953,0.39,-2.5348102698118096,-1.6818480609946742,0.4417262247699169,0.441,0.06531664018267054,0.2667102475913951,0.35313315927,0.2570564428754129,-3.0694089342293687,-0.687179280557813,-0.8375764453373907,False,0.8044122624668237,0.0004110152075626798,-107.43264506158175,1,0,0,0,0.11876093857686117,0.000377660387438414,0.5550075352788054,17
5.1826296834,-2.5097507660426595,0.5994101986303348,-1.4462932147724834,0.35,0.3916178391798461,0.3431325808930611,0.6290199143534634,0.39,-2.3021656460477544,-1.639242298473042,0.6692993276184948,0.5429999999999999,0.24566460399509585,0.34765284228402416,0.51167602719,0.25469266218598774,-3.435869924380717,-0.9776382730773104,-1.0333593904502474,False,0.77629019043066,0.00020092425155716293,-123.03482656314395,1,0,0,0,0.08708419637055552,0.0012923315367618304,0.006741330313029529,20
4.9330215927,-2.5404842837320043,0.5679554740421686,-1.4687802029301624,0.39,0.11757625871341465,0.39807357115553405,0.595122358508476,0.43,-2.3138202613789653,-2.0241183827359563,0.644469856651558,0.402,0.31959310583978257,0.42583695832667384,0.44725632674000004,0.26187191149416783,-3.6744002215206955,-1.2241602905614384,-1.4273574401497449,False,0.7234457177608643,0.0003357206803939123,-128.590095328191,1,0,0,0,0.17784237909201744,0.0020050951870450306,0.014079957881580668,18
4.4700115734,-2.652949414168117,0.5534436819753459,-1.641244186328084,0.44,0.6272987957489297,0.4275684869672758,0.5673761440303847,0.43,-2.2711767982870446,-1.715331831598819,0.6242062169805875,0.247,0.44407779418056065,0.49545499747428046,0.57677571471,0.3937789666652431,-3.694776642906114,-1.1695016320835183,-1.4845777339584736,False,0.7143277494557245,0.0008106415122148937,-151.18296307662348,1,0,0,0,0.1570413100141189,0.0052817069431989085,0.03198893382385694,22
5.1332007757,-2.967275929061229,0.6149835752843488,-1.5539642056534315,0.4,0.26955296226973957,0.33021878163889884,0.44599857989574376,0.49,-2.1554773298159695,-1.9039554254972468,0.5831794725997436,0.4,0.4860419174286473,0.349778986608388,0.50459088324,0.25809674132202703,-3.7351514051327057,-1.3343242242704927,-1.4197825444581762,False,0.7779397973436931,0.0005054002957527656,-129.58279430257232,1,0,0,0,0.13521580759106716,0.001547953035909431,0.016014934104836363,19
4.0813352946,-2.5901636571037328,0.4184351651064709,-1.7902418026270657,0.47,0.7214245225268485,0.3838378829521382,0.5318406699548516,0.46,-2.4955047599567286,-1.574695298329649,0.41404518595369494,0.336,0.5348687735584449,0.5115028935492605,0.69143181055,0.5178827445537446,-3.7475638598833307,-1.260432509994292,-1.333179530357355,False,0.7164922573778624,0.0011173285307280404,-100.22950953680221,1,0,0,0,0.2034109502158353,0.007450857100011153,0.047365432546863366,22
4.9570425938,-2.852468679177939,0.649897602850982,-1.6466081173594294,0.41,0.1519433779159138,0.4428352487656668,0.4970499874987123,0.39,-2.335341997540847,-1.92259836492265,0.5477552931496347,0.374,0.1902922112412319,0.3765840771483789,0.5242782152200001,0.29926358457527175,-3.613968787273842,-1.2153125678335341,-1.2100449844768455,False,0.7714169018001886,0.006143249488245759,-122.46988967854162,1,0,0,0,0.1167155919187917,0.0006073464676659043,0.011088587276422285,20
4.5521429468,-2.927082287555089,0.5283882533728319,-1.8470119908871168,0.48,0.41114272278719877,0.4275684869672758,0.5298118708877634,0.39,-2.3790085306211624,-1.7881132971975284,0.4646906273356601,0.33399999999999996,0.35602106081919943,0.5545278299254066,0.58382796092,0.4557470819081491,-3.7121831063452677,-1.4187039839616047,-1.4191062172661648,False,0.694176357877347,0.000526495091207532,-145.72320634271424,1,0,0,0,0.18941466738828966,0.005406827938342954,0.029094887642929262,23
5.0458346113,-2.949657351616976,0.6154884305869852,-1.5539642056534315,0.38,0.450750947677828,0.39807357115553405,0.5777533256261793,0.39,-2.2280207135776204,-2.0093939643243734,0.7370330443397212,0.5379999999999999,0.2199254914195732,0.3775707487924214,0.52290027093,0.3153466442955352,-3.8317711711982483,-1.3343242242704927,-1.3829473332791136,False,0.7662925938528633,0.0001790777495896135,-119.47356785267664,1,0,0,0,0.14660710880398609,0.0033731762389026215,0.004506258897351613,23
4.0910269509,-2.8107962963817736,0.4864115550308418,-1.7902418026270657,0.42,0.4999011898349021,0.3838378829521382,0.4182356931215736,0.47,-2.4441965836313555,-1.4872141981894478,0.4434379625398436,0.26899999999999996,0.48792813090713477,0.5761557619818221,0.7632713786700001,0.535041511303388,-3.816233996086708,-1.4920160684523507,-1.4010806065403758,False,0.5597964097419383,0.0004775575104058696,-187.93975176073053,1,0,0,0,0.11917147912786193,0.003709876788221804,0.01693320647317896,19
4.1986358579,-2.997106709933426,0.42764418312788555,-1.8865733037012677,0.47,0.3824712906438291,0.490757846763894,0.4914483706857833,0.45,-2.539932013460789,-1.9149125642616083,0.5366915761178178,0.42700000000000005,0.5548732972924906,0.31132011087878664,0.66379456562,0.39876478095652995,-3.923110717896025,-1.6522571707614049,-1.6532519876021154,False,0.6342832091615145,0.00032229122932327553,-193.06582003728758,1,0,0,0,0.1069673958972665,0.001800830445140578,0.01446655791149555,22
5.4284225467,-2.2061088365611266,0.5834420749323855,-1.2934468004836357,0.35,0.005139517190166187,0.20851308057738788,0.5350131343899278,0.42,-2.5561549258974243,-1.4777042391489297,0.6289802206340631,0.628,0.10050657425760623,0.1495436577720686,0.4548259145,0.28359393041510805,-3.113026824455186,-0.7723594635946192,-1.015643117150748,False,0.8047272766600955,0.0001032844453625284,-92.94509835463417,1,0,0,0,0.07460890403777712,0.0002847080322157595,0.4184052881636026,12
5.0144693755,-2.385384578959118,0.5936427810066397,-1.3568023321227909,0.28,0.27824969710026765,0.22798176333687753,0.5220105455608036,0.38,-2.493770645814624,-1.752845581390038,0.3251103225920067,0.375,0.24282570078746998,0.0,0.52156980228,0.3065805769579617,-3.479487585252902,-0.8010083190474371,-0.993054766582122,False,0.7652577532306974,0.0003270289420613724,-106.56776187772198,1,0,0,0,0.11024241265070708,0.013221551140586613,0.013715430711266676,13
3.9285510785,-2.7576239911713354,0.42099689489970316,-1.9558630651429973,0.43,0.7012532602249733,0.4744261769094268,0.4756558346797598,0.49,-2.6938676050696793,-1.8450658170703924,0.3890498460186395,0.26899999999999996,0.6265117262629026,0.5087561034854592,0.77138746415,0.5837181394822724,-3.9324879169900853,-1.5505516451311896,-1.7021970489169094,False,0.6116412226526393,0.0008166401298892703,-161.95878550818122,1,0,0,0,0.14555790848735398,0.00550121809050239,0.026386285556020937,20
4.8222701794,-2.5013790962308216,0.5542634702697118,-1.459727439298303,0.38,0.3607617264031165,0.29338813065940395,0.504321449634059,0.4,-2.422188585403231,-1.9680676004386164,0.5431670903913859,0.382,0.2530411917760635,0.4420715670846751,0.54026354319,0.3427470964755154,-3.433832543922048,-0.9572016515528827,-1.1315517595796434,True,0.7697655683479296,0.0004276931301790965,-111.27277892890132,1,0,0,0,0.2162649072336298,0.0011789545759585069,0.013452927412970312,19
5.1009522776,-2.6889215087960974,0.5872296457864353,-1.614821783592362,0.38,0.21501051047793057,0.39807357115553405,0.6932240516786925,0.4,-2.320302621119397,-1.9055368454066006,0.7436509381301738,0.305,0.2549292785892571,0.3979661113141891,0.5868696187,0.25919895198726745,-3.5694407324380157,-1.1779213343416561,-1.169655364531,True,0.7545306322526532,0.00023907920352471055,-149.9144146713471,1,0,0,0,0.1381616547629716,0.0008473270436564382,0.010313344332509022,23
4.8547744553,-3.104917616466192,0.5406234818138992,-1.7304686168914953,0.45,0.4084391653519108,0.3431325808930611,0.5357793658269705,0.36,-2.206097925044752,-1.8925365190507442,0.5168607196308855,0.34600000000000003,0.563304103191129,0.4895543933581035,0.5058410226,0.3119021945400281,-3.92797482862391,-1.260432509994292,-1.556886427403523,False,0.7271947513566803,0.0005344365158697955,-130.235760813155,1,0,0,0,0.12725595231944353,0.007911615271966483,0.017931200723163763,21
4.485062272,-2.512800167916925,0.5078173482516181,-1.5200144198169154,0.42,0.520217673784508,0.3838378829521382,0.5766887101128526,0.39,-2.2668455912085106,-1.6148620260124515,0.5488234037685018,0.365,0.4068288912395803,0.44022646636113033,0.58801529332,0.44558218592339977,-3.508374086275148,-1.1639302024637914,-1.3210591712358697,True,0.7247615036017866,0.0007140341716353569,-125.13613703399744,1,0,0,0,0.16070259081389757,0.003802636387508227,0.027257187151704557,20
5.206189603,-2.6323806116854715,0.6370395245819988,-1.4552301985368576,0.35,0.31350259400963487,0.29338813065940395,0.5854122309345882,0.41,-2.29468918435246,-1.8504036129564112,0.8064759162456396,0.321,0.14344092665717845,0.313934189761372,0.38202247191,0.29253921668529637,-3.1802344013613677,-1.0815088053276605,-1.2141142419757518,True,0.7753509233607736,0.0004676782373726876,-118.28953476420153,1,0,0,0,0.21020760183979656,0.00329455897225102,0.010460902401147774,12
4.4678721678,-2.3863912566203704,0.48473679339968684,-1.515252355430767,0.36,0.7023950911371931,0.3838378829521382,0.5510639247954862,0.48,-2.3163905816593404,-1.5139585156988187,0.4812764960350045,0.223,0.548433816298985,0.4010457750894203,0.6437651835299999,0.4400168427144668,-3.6077705058956684,-1.1311753397113355,-1.354471449835761,False,0.7091628692108678,0.0009735977978987989,-135.0577765749856,1,0,0,0,0.21162678309465488,0.006258050525917,0.040089802277094556,15
4.4781181311,-2.936360486924027,0.5759804261910592,-1.6628633966001365,0.44,0.6227159539286375,0.39807357115553405,0.5744642504993709,0.4,-2.220773100522782,-1.8499080650273687,0.573775407984422,0.36700000000000005,0.38961783110187126,0.4188466397995165,0.57250929185,0.3286961474796232,-3.9628141178144873,-1.4187039839616047,-1.5110109817873083,False,0.7212774243337833,0.0005021720935793711,-125.42475169826818,1,0,0,0,0.1669805018366664,0.004746031041163799,0.026075334537283695,23
5.7876533811,-2.1744617240925392,0.6770851273882511,-1.187700157273243,0.25,0.4367516842591091,0.09589695718354911,0.6121487430343708,0.41,-2.4349159948769015,-1.8850998518393054,0.4750258134742559,0.452,0.1770102924275183,0.31452602397681795,0.34589800443,0.2605381663636302,-3.0212100076767414,-0.6277366338378486,-0.8250646543729164,False,0.8022688889944944,0.0003860010293360783,-113.59955410641327,1,0,0,0,0.1487109436734448,0.001773380833706243,0.012950952509501271,19
